n_centroids;step_size;cell_size;totalAvg;dataName
100;6;7;0.6108630920680982;2790279
100;6;7;0.7412557159895407;3000300
100;6;7;0.7018018159265229;3010301
100;6;7;0.625299997607133;3020302
100;6;7;0.6386146317937974;3030303
100;6;7;0.7010954089558903;3040304
100;6;7;0.6612327824906039;3050305
100;6;7;0.6762825093400621;3060306
100;6;7;0.5313356521857258;3070307
100;6;7;0.623229957573642;3080308
100;6;7;0.6193482083911048;3090309
100;6;9;0.6802242786704668;2700270
100;6;9;0.5640108870057052;2710271
100;6;9;0.681617727666251;2720272
100;6;9;0.6539682071808244;2730273
100;6;9;0.7086911664678186;2740274
100;6;9;0.6214194239345472;2750275
100;6;9;0.5608511958872728;2760276
100;6;9;0.600711753713196;2770277
100;6;9;0.6873723022924305;2780278
100;6;9;0.6066576201710497;2790279
100;6;9;0.7892861595020148;3000300
100;6;9;0.7227206599292268;3010301
100;6;9;0.641658516079626;3020302
100;6;9;0.6365149558740829;3030303
100;6;9;0.7011971482049891;3040304
100;6;9;0.674078923278743;3050305
100;6;9;0.7049971782433926;3060306
100;6;9;0.5690016490418794;3070307
100;6;9;0.6367383328751098;3080308
100;6;9;0.6356160207763745;3090309
100;8;3;0.5659006776499725;2700270
100;8;3;0.42189419448107157;2710271
100;8;3;0.555860559740064;2720272
100;8;3;0.5662557166556295;2730273
100;8;3;0.5516518132352176;2740274
100;8;3;0.522183482489176;2750275
100;8;3;0.47453911077204186;2760276
100;8;3;0.51265054547508;2770277
100;8;3;0.5981944046065852;2780278
100;8;3;0.48878415824279;2790279
100;8;3;0.6501549672007368;3000300
100;8;3;0.5782844519091506;3010301
100;8;3;0.4981617652979435;3020302
100;8;3;0.5483144202950319;3030303
100;8;3;0.6166633280551667;3040304
100;8;3;0.5736735469337975;3050305
100;8;3;0.57274230281373;3060306
100;8;3;0.4518779940389065;3070307
100;8;3;0.5259911636397078;3080308
100;8;3;0.5286343516528719;3090309
100;8;5;0.60485973061703;2700270
100;8;5;0.44715653575352815;2710271
100;8;5;0.586990018426461;2720272
100;8;5;0.5767194957126646;2730273
100;8;5;0.5810329974004524;2740274
100;8;5;0.5507022829055758;2750275
100;8;5;0.48424460379082607;2760276
100;8;5;0.5388070962852735;2770277
100;8;5;0.6185413069266478;2780278
100;8;5;0.5213325073255726;2790279
100;8;5;0.6827725326748807;3000300
100;8;5;0.6113234052675937;3010301
100;8;5;0.5151009272323493;3020302
100;8;5;0.5719962171798053;3030303
100;8;5;0.6362587550938568;3040304
100;8;5;0.5961800728166793;3050305
100;8;5;0.6038640877234516;3060306
100;8;5;0.4845092115683318;3070307
100;8;5;0.5449857883223919;3080308
100;8;5;0.5584520245770371;3090309
100;8;7;0.6014818138784022;2700270
100;8;7;0.48937285137457176;2710271
100;8;7;0.5992158646134561;2720272
100;8;7;0.5996633323718766;2730273
100;8;7;0.6225992294799906;2740274
100;8;7;0.5624863960612302;2750275
100;8;7;0.5103572692626244;2760276
100;8;7;0.5552072184830713;2770277
100;8;7;0.6398490074009104;2780278
100;8;7;0.5547051100358339;2790279
100;8;7;0.7067937631653843;3000300
100;8;7;0.6339757660304803;3010301
100;8;7;0.5659039740923701;3020302
100;8;7;0.593097801615113;3030303
100;8;7;0.6644400721852766;3040304
100;8;7;0.6281333419817746;3050305
100;8;7;0.6358897740318333;3060306
100;8;7;0.5059309250916911;3070307
100;8;7;0.5731768206317471;3080308
100;8;7;0.5762479341627056;3090309
100;8;9;0.6577781171180935;2700270
100;8;9;0.5019316455086947;2710271
100;8;9;0.6340493978779222;2720272
100;8;9;0.6361840855791007;2730273
100;8;9;0.6515951345127565;2740274
100;8;9;0.586830562155061;2750275
100;8;9;0.5239013239311221;2760276
100;8;9;0.5851891531686324;2770277
100;8;9;0.6768566642239405;2780278
100;8;9;0.5798550275674129;2790279
100;8;9;0.7429752915001545;3000300
100;8;9;0.6383137839151458;3010301
100;8;9;0.6137603597855793;3020302
100;8;9;0.6118570723984524;3030303
100;8;9;0.6870666105915962;3040304
100;8;9;0.636288326612309;3050305
100;8;9;0.6566598085555669;3060306
100;8;9;0.5244242103881049;3070307
100;8;9;0.5768179591244845;3080308
100;8;9;0.6108209289505298;3090309
150;2;3;0.6820065511867743;2700270
150;2;3;0.5871004682119837;2710271
150;2;3;0.6952651345408343;2720272
150;2;3;0.6586787303417282;2730273
150;2;3;0.7401942012980168;2740274
150;2;3;0.6363599354335489;2750275
150;2;3;0.5656671537829618;2760276
150;2;3;0.5975754184325619;2770277
150;2;3;0.6815551896401657;2780278
150;2;3;0.6476133301592122;2790279
150;2;3;0.7993141680192043;3000300
150;2;3;0.7104417204183641;3010301
150;2;3;0.6691140750981633;3020302
150;2;3;0.6600676873270785;3030303
150;2;3;0.7298743554056891;3040304
150;2;3;0.6851097435785102;3050305
150;2;3;0.6926681295851561;3060306
150;2;3;0.586353622246834;3070307
150;2;3;0.6601627485966437;3080308
150;2;3;0.669680513289033;3090309
150;2;5;0.709906773246534;2700270
150;2;5;0.5947894556343803;2710271
150;2;5;0.7084867952112466;2720272
150;2;5;0.6846542092482967;2730273
150;2;5;0.7292285880195096;2740274
150;2;5;0.6343066094307043;2750275
150;2;5;0.5853844314340463;2760276
150;2;5;0.6172757428304729;2770277
150;2;5;0.7143321563150652;2780278
150;2;5;0.6480094585873076;2790279
150;2;5;0.7911609706008655;3000300
150;2;5;0.734195318450255;3010301
150;2;5;0.6923286001977835;3020302
150;2;5;0.6669390327088185;3030303
150;2;5;0.7406050915112139;3040304
150;2;5;0.7049372977370614;3050305
150;2;5;0.7168314347465069;3060306
150;2;5;0.6066552364187573;3070307
150;2;5;0.6796441041587876;3080308
150;2;5;0.6855645840984896;3090309
150;2;7;0.725265880744885;2700270
150;2;7;0.6043855387183004;2710271
150;2;7;0.7072950832165418;2720272
150;2;7;0.6953093059197195;2730273
150;2;7;0.7482407665633608;2740274
150;2;7;0.6352572275895217;2750275
150;2;7;0.5994009472133887;2760276
150;2;7;0.61721434325561;2770277
150;2;7;0.7131789009341624;2780278
150;2;7;0.6667788634630957;2790279
150;2;7;0.8052761304310883;3000300
150;2;7;0.7296319359312945;3010301
150;2;7;0.6971406354550996;3020302
150;2;7;0.673547638178333;3030303
150;2;7;0.7448714029821933;3040304
150;2;7;0.7187257717417126;3050305
150;2;7;0.7459904367829788;3060306
150;2;7;0.5995151388775791;3070307
150;2;7;0.6791009428191115;3080308
150;2;7;0.6819651940627274;3090309
150;2;9;0.7226892808761735;2700270
150;2;9;0.6136962989626203;2710271
150;2;9;0.7150861416075656;2720272
150;2;9;0.694007041350464;2730273
150;2;9;0.7569042042220703;2740274
150;2;9;0.6531401205939873;2750275
150;2;9;0.6154278863754186;2760276
150;2;9;0.6316896087938213;2770277
150;2;9;0.7261977786911303;2780278
150;2;9;0.6386328405267955;2790279
150;2;9;0.8081981061570106;3000300
150;2;9;0.7449181085114288;3010301
150;2;9;0.6867457626277684;3020302
150;2;9;0.6634574333926654;3030303
150;2;9;0.7615504035383857;3040304
150;2;9;0.7205696094417992;3050305
150;2;9;0.7383665668205901;3060306
150;2;9;0.6178711642991085;3070307
150;2;9;0.6999776899600245;3080308
150;2;9;0.6902032038256555;3090309
150;4;3;0.6488208902705824;2700270
150;4;3;0.5344737924614753;2710271
150;4;3;0.6562862566956296;2720272
150;4;3;0.6427843180686716;2730273
150;4;3;0.679617364922038;2740274
150;4;3;0.5939414756275241;2750275
150;4;3;0.549585057179928;2760276
150;4;3;0.5830266241570587;2770277
150;4;3;0.6652479315283879;2780278
150;4;3;0.59676114734013;2790279
150;4;3;0.7562316287159381;3000300
150;4;3;0.6448252056472136;3010301
150;4;3;0.5892811263559554;3020302
150;4;3;0.6201802373013074;3030303
150;4;3;0.6948496538910954;3040304
150;4;3;0.6563828172796882;3050305
150;4;3;0.6496351895424909;3060306
150;4;3;0.5395287303699168;3070307
150;4;3;0.6184146556413957;3080308
150;4;3;0.6202508115121267;3090309
150;4;5;0.6959108909659656;2700270
150;4;5;0.5802460845642764;2710271
150;4;5;0.6856993450403124;2720272
150;4;5;0.6524820321406462;2730273
150;4;5;0.7186411204415648;2740274
150;4;5;0.6225990884038672;2750275
150;4;5;0.5570151217608825;2760276
150;4;5;0.6027992075276863;2770277
150;4;5;0.6884174185174113;2780278
150;4;5;0.6408788138429582;2790279
150;4;5;0.7850596508390899;3000300
150;4;5;0.6920915100428215;3010301
150;4;5;0.6589651830094767;3020302
150;4;5;0.6403341975220002;3030303
150;4;5;0.7231909966715954;3040304
150;4;5;0.6766951998070285;3050305
150;4;5;0.6995016243521072;3060306
150;4;5;0.5679923527122989;3070307
150;4;5;0.6573878271583817;3080308
150;4;5;0.656165493820482;3090309
150;4;7;0.7130160180525638;2700270
150;4;7;0.5714033608702548;2710271
150;4;7;0.688637328664611;2720272
150;4;7;0.6899660798188578;2730273
150;4;7;0.7234341873645982;2740274
150;4;7;0.6313944086403269;2750275
150;4;7;0.5886737041667017;2760276
150;4;7;0.6181895212175004;2770277
150;4;7;0.7087868532641856;2780278
150;4;7;0.6121452639977403;2790279
150;4;7;0.7849535165254685;3000300
150;4;7;0.7194497661497345;3010301
150;4;7;0.6577878581429306;3020302
150;4;7;0.6518130787811044;3030303
150;4;7;0.7388825665951764;3040304
150;4;7;0.6886597654182858;3050305
150;4;7;0.731610610367141;3060306
150;4;7;0.5771373103152132;3070307
150;4;7;0.6612958853281812;3080308
150;4;7;0.6600843260949575;3090309
150;4;9;0.7087053910774217;2700270
150;4;9;0.5934246957749015;2710271
150;4;9;0.7066467456854875;2720272
150;4;9;0.6796467569261352;2730273
150;4;9;0.7368561585601665;2740274
150;4;9;0.6265973545531357;2750275
150;4;9;0.6148953125681659;2760276
150;4;9;0.6271925636080665;2770277
150;4;9;0.7143088950965291;2780278
150;4;9;0.6269144670902471;2790279
150;4;9;0.7922474827701965;3000300
150;4;9;0.7168805012914825;3010301
150;4;9;0.6630312008696408;3020302
150;4;9;0.6530008699141698;3030303
150;4;9;0.7350858844926255;3040304
150;4;9;0.7051074551720231;3050305
150;4;9;0.7338214407175513;3060306
150;4;9;0.6049329350513002;3070307
150;4;9;0.6721669587829316;3080308
150;4;9;0.6783220443295099;3090309
150;6;3;0.597523947978731;2700270
150;6;3;0.46488906507773653;2710271
150;6;3;0.5893317474415312;2720272
150;6;3;0.5746939467718836;2730273
150;6;3;0.5943615724663522;2740274
150;6;3;0.5417286931321323;2750275
150;6;3;0.5126646055204662;2760276
150;6;3;0.5297606692691724;2770277
150;6;3;0.6360669202012184;2780278
150;6;3;0.52519312029492;2790279
150;6;3;0.670448114667918;3000300
150;6;3;0.5974698209816464;3010301
150;6;3;0.5272276335169451;3020302
150;6;3;0.5781223332222191;3030303
150;6;3;0.6360129493480762;3040304
150;6;3;0.5977591935787747;3050305
150;6;3;0.5990230540420952;3060306
150;6;3;0.48447382847612763;3070307
150;6;3;0.5553866254708978;3080308
150;6;3;0.562466873727132;3090309
150;6;5;0.6329930681047835;2700270
150;6;5;0.513743534196758;2710271
150;6;5;0.6358148866568533;2720272
150;6;5;0.6139034819474177;2730273
150;6;5;0.652402663363979;2740274
150;6;5;0.5820675299322019;2750275
150;6;5;0.5292598077107451;2760276
150;6;5;0.5426472111422399;2770277
150;6;5;0.6581025337891315;2780278
150;6;5;0.5779520251456064;2790279
150;6;5;0.7264265220979014;3000300
150;6;5;0.6430936366095455;3010301
150;6;5;0.5740095636820297;3020302
150;6;5;0.6062061127586976;3030303
150;6;5;0.66867097671901;3040304
150;6;5;0.6287686605186334;3050305
150;6;5;0.6356170362546829;3060306
150;6;5;0.49848640917875703;3070307
150;6;5;0.5744573029800377;3080308
150;6;5;0.6290001571632347;3090309
150;6;7;0.6571440294716936;2700270
150;6;7;0.5405586550137012;2710271
150;6;7;0.6643933721018236;2720272
150;6;7;0.6494594029374611;2730273
150;6;7;0.6956062096169567;2740274
150;6;7;0.6038701852693977;2750275
150;6;7;0.5597142465656972;2760276
150;6;7;0.5792862924791409;2770277
150;6;7;0.6807431458565474;2780278
150;6;7;0.595614377328876;2790279
150;6;7;0.7598061134572851;3000300
150;6;7;0.6937808962248248;3010301
150;6;7;0.6066927770050755;3020302
150;6;7;0.6340206002689076;3030303
150;6;7;0.709716460025443;3040304
150;6;7;0.6562924109810823;3050305
150;6;7;0.6689825293002704;3060306
150;6;7;0.5403736890959265;3070307
150;6;7;0.6127564924890048;3080308
150;6;7;0.6142026932201723;3090309
150;6;9;0.706672088049512;2700270
150;6;9;0.5625302848740944;2710271
150;6;9;0.6894787918784754;2720272
150;6;9;0.6692560476413377;2730273
150;6;9;0.7029543437794764;2740274
150;6;9;0.6247749040517202;2750275
150;6;9;0.5510290781706398;2760276
150;6;9;0.5967125064317158;2770277
150;6;9;0.6953989555500636;2780278
150;6;9;0.6138561793196391;2790279
150;6;9;0.7900809895005212;3000300
150;6;9;0.7165051492511935;3010301
150;6;9;0.6404172516115908;3020302
150;6;9;0.6253821012705074;3030303
150;6;9;0.7043654166909398;3040304
150;6;9;0.702284220764459;3050305
150;6;9;0.6794669165632115;3060306
150;6;9;0.5504563331369003;3070307
150;6;9;0.6543477855736413;3080308
150;6;9;0.6430400255840013;3090309
150;8;3;0.5532438074475658;2700270
150;8;3;0.4065463719634028;2710271
150;8;3;0.5515777957867951;2720272
150;8;3;0.5476515235862377;2730273
150;8;3;0.528929919632511;2740274
150;8;3;0.5107626567817279;2750275
150;8;3;0.45886753667631863;2760276
150;8;3;0.490404613740796;2770277
150;8;3;0.6019264870942554;2780278
150;8;3;0.490065545421329;2790279
150;8;3;0.6365476728835466;3000300
150;8;3;0.5662865599864204;3010301
150;8;3;0.48631105177800327;3020302
150;8;3;0.5434614846535673;3030303
150;8;3;0.5973561760110015;3040304
150;8;3;0.5663276254379176;3050305
150;8;3;0.5630359814849474;3060306
150;8;3;0.4560486485019846;3070307
150;8;3;0.5007135282741584;3080308
150;8;3;0.5153854352348035;3090309
150;8;5;0.5786293397423026;2700270
150;8;5;0.43446463433924987;2710271
150;8;5;0.5699415098555887;2720272
150;8;5;0.5602922245138788;2730273
150;8;5;0.559371671907505;2740274
150;8;5;0.5373893209009778;2750275
150;8;5;0.47557073475999173;2760276
150;8;5;0.5125873353400077;2770277
150;8;5;0.6033898434178782;2780278
150;8;5;0.5120506822021879;2790279
150;8;5;0.6902123021053892;3000300
150;8;5;0.5831657911639506;3010301
150;8;5;0.5075606444224485;3020302
150;8;5;0.558927569430745;3030303
150;8;5;0.6242461980385952;3040304
150;8;5;0.5805589596636536;3050305
150;8;5;0.5747981979675275;3060306
150;8;5;0.46750651372657664;3070307
150;8;5;0.5249467624234772;3080308
150;8;5;0.5388972970326062;3090309
150;8;7;0.6095834809724024;2700270
150;8;7;0.489861594048804;2710271
150;8;7;0.602530588469078;2720272
150;8;7;0.5868165180544372;2730273
150;8;7;0.6104167262794526;2740274
150;8;7;0.5503502830600717;2750275
150;8;7;0.5114743040727836;2760276
150;8;7;0.5343933502581125;2770277
150;8;7;0.627051434229798;2780278
150;8;7;0.5438913433082094;2790279
150;8;7;0.6800030848055969;3000300
150;8;7;0.6136241097028616;3010301
150;8;7;0.5538882959328529;3020302
150;8;7;0.5937730396497174;3030303
150;8;7;0.6362215877405479;3040304
150;8;7;0.6235759602885528;3050305
150;8;7;0.6242869184319126;3060306
150;8;7;0.5002227385185668;3070307
150;8;7;0.5473079881324678;3080308
150;8;7;0.5767486942339349;3090309
150;8;9;0.6381142507841033;2700270
150;8;9;0.4870259484735269;2710271
150;8;9;0.6334771796690694;2720272
150;8;9;0.6121446637972986;2730273
150;8;9;0.6337698127908333;2740274
150;8;9;0.5840867706819308;2750275
150;8;9;0.532103406717613;2760276
150;8;9;0.5631549505777008;2770277
150;8;9;0.6695481716954643;2780278
150;8;9;0.5648606695705441;2790279
150;8;9;0.7348668703310407;3000300
150;8;9;0.6443939851812804;3010301
150;8;9;0.5819189483729175;3020302
150;8;9;0.5949973581406156;3030303
150;8;9;0.6744651712529888;3040304
150;8;9;0.644210987325209;3050305
150;8;9;0.6329496279343396;3060306
150;8;9;0.49790997418351446;3070307
150;8;9;0.5972081111595061;3080308
150;8;9;0.6038013818295049;3090309
200;2;3;0.6939462231361162;2700270
200;2;3;0.5850720676274667;2710271
200;2;3;0.6844969213199719;2720272
200;2;3;0.6630290169849177;2730273
200;2;3;0.7416724271185849;2740274
200;2;3;0.6263184581486564;2750275
200;2;3;0.5764209958985186;2760276
200;2;3;0.5990509988885435;2770277
200;2;3;0.6952593897573704;2780278
200;2;3;0.6493281685052277;2790279
200;2;3;0.797543649816214;3000300
200;2;3;0.7106558503373783;3010301
200;2;3;0.664840935959672;3020302
200;2;3;0.6554876430620128;3030303
200;2;3;0.7266691252733134;3040304
200;2;3;0.6859074052278284;3050305
200;2;3;0.6942619704767976;3060306
200;2;3;0.5843824456186039;3070307
200;2;3;0.6621988654129334;3080308
200;2;3;0.670634887204527;3090309
200;2;5;0.7161760202101327;2700270
200;2;5;0.5960623629931839;2710271
200;2;5;0.7081335104226869;2720272
200;2;5;0.685691875969048;2730273
200;2;5;0.7459573745769026;2740274
200;2;5;0.6315693712527074;2750275
200;2;5;0.599809303386562;2760276
200;2;5;0.6131887022422706;2770277
200;2;5;0.709931333313534;2780278
200;2;5;0.6495058612675282;2790279
200;2;5;0.81308144313225;3000300
200;2;5;0.7280568667581521;3010301
200;2;5;0.692493670412639;3020302
200;2;5;0.6672010679635199;3030303
200;2;5;0.7464571672082947;3040304
200;2;5;0.7077080030255526;3050305
200;2;5;0.7262508433988557;3060306
200;2;5;0.6112464243938404;3070307
200;2;5;0.6792279068495845;3080308
200;2;5;0.6794738061268298;3090309
200;2;7;0.7253367973633672;2700270
200;2;7;0.5935595732866601;2710271
200;2;7;0.7067482637669393;2720272
200;2;7;0.6942802372392772;2730273
200;2;7;0.743328738838728;2740274
200;2;7;0.6416992764395962;2750275
200;2;7;0.6168305622389152;2760276
200;2;7;0.6234158416741071;2770277
200;2;7;0.7361203521026762;2780278
200;2;7;0.6537009276545404;2790279
200;2;7;0.8166822804587104;3000300
200;2;7;0.7649597938357945;3010301
200;2;7;0.6846550314243978;3020302
200;2;7;0.6682155615384002;3030303
200;2;7;0.745446510603248;3040304
200;2;7;0.7013537171809067;3050305
200;2;7;0.7454788462590439;3060306
200;2;7;0.6165939077643412;3070307
200;2;7;0.687132469614043;3080308
200;2;7;0.6930194037472915;3090309
200;2;9;0.7544579072431612;2700270
200;2;9;0.6024327599116033;2710271
200;2;9;0.7167119115741585;2720272
200;2;9;0.6995987974090119;2730273
200;2;9;0.7645867846255654;2740274
200;2;9;0.6522832359312327;2750275
200;2;9;0.6052462885854875;2760276
200;2;9;0.6340253910561656;2770277
200;2;9;0.742073324220629;2780278
200;2;9;0.6522814525181351;2790279
200;2;9;0.8071884089899003;3000300
200;2;9;0.7531181638195639;3010301
200;2;9;0.6825071893010708;3020302
200;2;9;0.6768166122224923;3030303
200;2;9;0.7544616293150861;3040304
200;2;9;0.7010969543798535;3050305
200;2;9;0.75907228852677;3060306
200;2;9;0.6276147785113946;3070307
200;2;9;0.697507003119913;3080308
200;2;9;0.6977101662963399;3090309
200;4;3;0.6667244033857016;2700270
200;4;3;0.5390797261563418;2710271
200;4;3;0.650428591065506;2720272
200;4;3;0.6365646813157109;2730273
200;4;3;0.6709352124807735;2740274
200;4;3;0.5895525924480006;2750275
200;4;3;0.5476903491882461;2760276
200;4;3;0.5625217746044336;2770277
200;4;3;0.6674241853290913;2780278
200;4;3;0.5985127468163016;2790279
200;4;3;0.7549661062778638;3000300
200;4;3;0.6634766967567512;3010301
200;4;3;0.6031585566106088;3020302
200;4;3;0.6174322878991076;3030303
200;4;3;0.6854579263746355;3040304
200;4;3;0.6453554758732801;3050305
200;4;3;0.6587436314626447;3060306
200;4;3;0.52704621772644;3070307
